OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,Shape__Area,Shape__Length
291,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,ae23b610-5241-4a82-8936-ec2a38c8942a,302,BUFF,Lands - http://landsnet.nps.gov/tractsnet/documents/BUFF/Metadata/buff_metadata.xml,Buffalo National River,2020/06/17 00:00:00+00,AR,MW,74272,National River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047916,Buffalo,580190529.84375,458781.740026842
292,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,d32b3c55-804d-4c53-8104-93b56da0f6f8,303,LYJO,Lands - http://landsnet.nps.gov/tractsnet/documents/LYJO/Metadata/lyjo_metadata.xml,Lyndon B. Johnson National Historical Park,2017/06/23 00:00:00+00,TX,IM,1888941,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192758,Lyndon B Johnson,8531423.91015625,26537.5600476945
293,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,b0b95995-efd3-4f8d-a82f-08c5443c4255,304,AZRU,Lands - http://landsnet.nps.gov/tractsnet/documents/AZRU/Metadata/azru_metadata.xml,Aztec Ruins National Monument,2017/06/22 00:00:00+00,NM,IM,885961,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192754,Aztec Ruins,2004409.125,8141.44225517384
294,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,eccc5392-9eca-4409-8a36-05d95cdae71b,305,CACH,Lands - http://landsnet.nps.gov/tractsnet/documents/CACH/Metadata/cach_metadata.xml,Canyon de Chelly National Monument,2010/12/14 00:00:00+00,AZ,IM,44981,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225688,Canyon de Chelly,548633511.449219,324228.887335522
295,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,e1f6f156-7575-4301-af73-27ab97da635b,306,CHCU,Lands - http://landsnet.nps.gov/tractsnet/documents/CHCU/Metadata/chcu_metadata.xml,Chaco Culture National Historical Park,2017/12/11 00:00:00+00,NM,IM,936878,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209594,Chaco Culture,213200931.085938,112537.972126832
296,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,55ba80f8-10fd-439a-bbdc-c15249b2fbd5,307,ELMO,Lands - http://landsnet.nps.gov/tractsnet/documents/ELMO/Metadata/elmo_metadata.xml,El Morro National Monument,2006/12/11 00:00:00+00,NM,IM,906062,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047951,El Morro,7738012.8984375,11786.3469806779
297,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,0084da35-c0e7-459d-9e5f-ff3913f0d915,308,HUTR,Lands - http://landsnet.nps.gov/tractsnet/documents/HUTR/Metadata/hutr_metadata.xml,Hubbell Trading Post National Historic Site,2008/05/13 00:00:00+00,AZ,IM,6092,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047988,Hubbell Trading Post,983458.7265625,4954.33598189077
298,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,30c056d6-3f00-4241-a763-43a4835c4b2d,309,NAVA,Lands - http://landsnet.nps.gov/tractsnet/documents/NAVA/Metadata/nava_metadata.xml,Navajo National Monument,2009/07/13 00:00:00+00,AZ,IM,8538,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048406,Navajo,2274168.421875,10050.3444195541
299,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,bf1df73d-3871-4f60-973a-35cc5eb2aa7b,310,WACA,Lands - http://landsnet.nps.gov/tractsnet/documents/WACA/Metadata/waca_metadata.xml,Walnut Canyon National Monument,2018/02/12 00:00:00+00,AZ,IM,35848,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166442,Walnut Canyon,19671428.9453125,32885.5990823087
300,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,c91d074d-fbc3-4fc7-a10e-10c863a9f1e3,311,SUCR,Lands - http://landsnet.nps.gov/tractsnet/documents/SUCR/Metadata/sucr_metadata.xml,Sunset Crater Volcano National Monument,2006/08/11 00:00:00+00,AZ,IM,34968,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048047,Sunset Crater Volcano,18545290.4726563,17792.5010780346
301,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,67485c9d-c45c-47e5-a5ca-b1309cbc7668,312,WUPA,Lands - http://landsnet.nps.gov/tractsnet/documents/WUPA/Metadata/wupa_metadata.xml,Wupatki National Monument,2018/02/06 00:00:00+00,AZ,IM,38197,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048067,Wupatki,217110219.402344,96312.4172699115
302,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,7eb01b8e-3641-49d9-b2e7-0021482ed17c,313,PAIS,Lands - http://landsnet.nps.gov/tractsnet/documents/PAIS/Metadata/pais_metadata.xml,Padre Island National Seashore,2018/07/26 00:00:00+00,TX,IM,1383785,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239939,Padre Island,668799343.59375,264808.385459027
303,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,906f5a50-32ea-4ddc-9e80-59a1ef5e6f7d,314,PECO,Lands - http://landsnet.nps.gov/tractsnet/documents/PECO/Metadata/peco_metadata.xml,Pecos National Historical Park,2022/03/04 00:00:00+00,NM,IM,937161,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223251,Pecos,41011612.3515625,45703.8185286868
304,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,88f01936-ff1e-4225-a1a8-c2c1af61e45c,315,CHIC,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIC/Metadata/chic_metadata.xml,Chickasaw National Recreation Area,2018/03/29 00:00:00+00,CO,IM,1101907,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047933,Chickasaw,58919202.4648438,84403.8928255352
305,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,f266e113-0eef-4e0c-8d55-da4cc63ec3d9,316,JELA,Lands - http://landsnet.nps.gov/tractsnet/documents/JELA/Metadata/jela_metadata.xml,Jean Lafitte National Historical Park and Preserve,2010/06/11 00:00:00+00,LA,SE,560393,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047992,Jean Lafitte,117145046.990234,117446.558038569
306,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,e799ebc6-2f99-49bb-ab12-c89c7d75c1d5,317,LAMR,Lands - http://landsnet.nps.gov/tractsnet/documents/LAMR/Metadata/lamr_metadata.xml,Lake Meredith National Recreation Area,2019/11/25 00:00:00+00,TX,IM,1384770,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2268323,Lake Meredith,255197279.820313,228778.15629291
307,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,977d4e6f-45c9-4629-90a9-7ee02fa8fe84,318,ALFL,Lands - http://landsnet.nps.gov/tractsnet/documents/ALFL/Metadata/alfl_metadata.xml,Alibates Flint Quarries National Monument,2019/11/25 00:00:00+00,TX,IM,1377214,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047899,Alibates Flint Quarries,8414268.39453125,13826.2520638969
308,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,37d51d2c-57c3-47fa-8f6d-15b81224bdf5,319,RIGR,Lands - http://landsnet.nps.gov/tractsnet/documents/RIGR/Metadata/rigr_metadata.xml,Rio Grande Wild and Scenic River,2018/03/22 00:00:00+00,TX,IM,2766087,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2252626,Rio Grande,118186366.34375,729598.647374713
309,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,0a0568e7-c703-43aa-95e3-00156758d7ad,321,SAAN,Lands - http://landsnet.nps.gov/tractsnet/documents/SAAN/Metadata/saan_metadata.xml,San Antonio Missions National Historical Park,2021/06/24 00:00:00+00,TX,IM,1377039,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2220224,San Antonio Missions,5264440.78125,65874.5317557157
310,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,5d98faa8-50bd-4e84-8420-880027272002,323,WABA,Lands - http://landsnet.nps.gov/tractsnet/documents/WABA/Metadata/waba_metadata.xml,Washita Battlefield National Historic Site,2022/03/25 00:00:00+00,OK,IM,1946144,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048061,Washita Battlefield,1962554.21484375,5947.32965189543
311,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,741729f2-8ece-4fae-b6f1-d12988be4a86,324,WHSA,Lands - http://landsnet.nps.gov/tractsnet/documents/WHSA/Metadata/whsa_metadata.xml,White Sands National Park,2020/01/22 00:00:00+00,NM,IM,914261,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239941,White Sands,850977997.671875,141193.601555268
312,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,fd7aabce-e46e-48aa-a1a1-7254d72313c5,325,ELMA,Lands - http://landsnet.nps.gov/tractsnet/documents/ELMA/Metadata/elma_metadata.xml,El Malpais National Monument,2021/03/31 00:00:00+00,NM,IM,1888913,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239599,El Malpais,684640705.125,253482.475404177
313,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,1e097e6b-170d-44f9-9300-2f0911befc2e,326,POPO,Unofficial Boundary of Poverty Point National Monument.,Poverty Point National Monument,2013/12/18 00:00:00+00,LA,SE,1888953,National Monument,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Poverty Point,5667480.01171875,18469.2167587212
314,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,17fde0eb-ae87-4179-a792-053a5ab7be3f,328,PAAL,Lands - http://landsnet.nps.gov/tractsnet/documents/PAAL/Metadata/paal_metadata.xml,Palo Alto Battlefield National Historical Park,2020/09/14 00:00:00+00,TX,IM,1888952,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194485,Palo Alto Battlefield,17236429.8691406,18145.0072278654
315,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,a0d9df62-9ab2-4afe-b295-d3f09988b7fe,329,CABR,Lands - http://landsnet.nps.gov/tractsnet/documents/CABR/Metadata/cabr_metadata.xml,Cabrillo National Monument,2008/08/28 00:00:00+00,CA,PW,255957,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047918,Cabrillo,916420.5390625,6086.74109250984
316,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,3c8b323c-6d27-4939-bf43-10518c4990be,330,CHIS,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIS/Metadata/chis_metadata.xml,Channel Islands National Park,2020/12/17 00:00:00+00,CA,PW,1662323,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049244,Channel Islands,1449812256.49609,340840.437025
317,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,63e1a66b-395a-472a-9c2d-a656581c72d1,331,DEVA,Lands - http://landsnet.nps.gov/tractsnet/documents/DEVA/Metadata/deva_metadata.xml,Death Valley National Park,2020/01/22 00:00:00+00,CA,PW,857501,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209590,Death Valley,21544234989.8008,907235.067470549
318,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,30fe8bb0-751f-4dc1-8b67-b0d79ba0b48b,332,GOGA,Lands - http://landsnet.nps.gov/tractsnet/documents/GOGA/Metadata/goga_metadata.xml,Golden Gate National Recreation Area,2015/04/20 00:00:00+00,CA,PW,255952,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221820,Golden Gate,535132455.0625,633316.165334169
319,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,52d3461b-80e9-4bdc-9b21-91532947c99d,333,KALA,Lands - http://landsnet.nps.gov/tractsnet/documents/KALA/Metadata/kala_metadata.xml,Kalaupapa National Historical Park,2009/01/15 00:00:00+00,HI,PW,365030,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047996,Kalaupapa,49785906.65625,54468.0877328763
320,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,01cc0a80-3659-464b-879f-91b26a122bfd,334,FOPO,Lands - http://landsnet.nps.gov/tractsnet/documents/FOPO/Metadata/fopo_metadata.xml,Fort Point National Historic Site,2010/02/24 00:00:00+00,CA,PW,1655639,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049236,Fort Point,162800.90234375,2664.74576680339
321,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,11fac620-badd-4dad-b3dd-cf8bd0b75882,335,EUON,Lands - http://landsnet.nps.gov/tractsnet/documents/EUON/Metadata/euon_metadata.xml,Eugene O'Neill National Historic Site,2009/05/14 00:00:00+00,CA,PW,1888915,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048393,Eugene O'Neill,85735.62890625,1343.38927284163
322,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,855c5149-7b7a-4f15-9073-25f397ea3b9c,336,GRCA,Lands - http://landsnet.nps.gov/tractsnet/documents/GRCA/Metadata/grca_metadata.xml,Grand Canyon National Park,2021/01/08 00:00:00+00,AZ,IM,23866,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209617,Grand Canyon,7487847409.27344,2135273.48717506
323,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,dd2a648f-3a91-42f1-8321-bd5225145ea7,337,PUHO,Lands - http://landsnet.nps.gov/tractsnet/documents/PUHO/Metadata/puho_metadata.xml,Pu'uhonua o Honaunau National Historical Park,2012/01/13 00:00:00+00,HI,PW,358732,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182236,Pu`uhonua O Honaunau,1927680.3828125,16221.0994026254
324,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,c7883df6-a796-4fb4-b199-d5d33e4a0287,338,HALE,Lands - http://landsnet.nps.gov/tractsnet/documents/HALE/Metadata/hale_metadata.xml,Haleakala National Park,2017/01/26 00:00:00+00,HI,PW,358382,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185783,Haleakala,156331032.425781,101519.59276561
325,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2994072e-67b8-45b9-9235-71952bcc1a92,339,HAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/HAVO/Metadata/havo_metadata.xml,Hawai'i Volcanoes National Park,2022/03/03 00:00:00+00,HI,PW,365210,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165326,Hawaii Volcanoes,1682971752.94141,359284.752745747
326,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,bb2870e8-f297-4297-8199-4ef36c96d705,340,PUHE,Lands - http://landsnet.nps.gov/tractsnet/documents/PUHE/Metadata/puhe_metadata.xml,Pu'ukohola Heiau National Historic Site,2008/06/18 00:00:00+00,HI,PW,1877550,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048187,Puukohola Heiau,396784.46875,3016.88677148297
327,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,7647355e-564e-4288-9002-31cdcc70e151,341,KAHO,Lands - http://landsnet.nps.gov/tractsnet/documents/KAHO/Metadata/kaho_metadata.xml,Kaloko-Honokohau National Historical Park,2019/05/08 00:00:00+00,HI,PW,1879023,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181917,Kaloko-Honokohau,5746560.765625,12219.8442120332
328,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,86261c7f-248a-4d87-b33d-6d59209eebbc,342,JOTR,Lands - http://landsnet.nps.gov/tractsnet/documents/JOTR/Metadata/jotr_metadata.xml,Joshua Tree National Park,2019/06/13 00:00:00+00,CA,PW,277261,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048550,Joshua Tree,4698082881.9375,540677.205750813
329,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,f2a5e52f-2486-492c-a1ed-9b1a8d4648ea,343,LAKE,Lands - http://landsnet.nps.gov/tractsnet/documents/LAKE/Metadata/lake_metadata.xml,Lake Mead National Recreation Area,2018/05/10 00:00:00+00,AZ,PW,858265,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210708,Lake Mead,9248996733.85156,2078124.58842542
330,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,81d2c57b-fd78-4821-849b-cac9c3edcd2f,344,MOJA,Lands - http://landsnet.nps.gov/tractsnet/documents/MOJA/Metadata/moja_metadata.xml,Mojave National Preserve,2022/09/15 12:38:07+00,CA,PW,1888945,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223248,Mojave,9627303592.47656,566049.277907344
331,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,71ca29c8-6135-4bb4-9cdc-d4b2e6176dc4,345,LAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/LAVO/Metadata/lavo_metadata.xml,Lassen Volcanic National Park,2015/08/19 00:00:00+00,CA,PW,262325,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224525,Lassen Volcanic,753097653.757813,149637.527913223
332,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,ec681bd6-cb08-4319-80c6-68c629396122,346,LABE,Lands - http://landsnet.nps.gov/tractsnet/documents/LABE/Metadata/labe_metadata.xml,Lava Beds National Monument,2011/09/06 00:00:00+00,CA,PW,262358,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2175724,Lava Beds,340718248.59375,98385.0244326649
333,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,4db058fe-6442-4e9b-b13a-1728854a69fc,347,GRBA,Lands - http://landsnet.nps.gov/tractsnet/documents/GRBA/Metadata/grba_metadata.xml,Great Basin National Park,2009/09/10 00:00:00+00,NV,PW,862430,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048548,Great Basin,515901035.890625,132859.999277163
334,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,83047458-01ca-48a3-bb8c-a5585744a0c5,348,PEFO,Lands - http://landsnet.nps.gov/tractsnet/documents/PEFO/Metadata/pefo_metadata.xml,Petrified Forest National Park,2019/08/21 00:00:00+00,AZ,IM,23864,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209625,Petrified Forest,1347313173.94141,271239.263669037
335,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,923b22b3-fd24-4b1e-81df-726a229148b3,349,PINN,Lands - http://landsnet.nps.gov/tractsnet/documents/PINN/Metadata/pinn_metadata.xml,Pinnacles National Park,2014/02/05 00:00:00+00,CA,PW,247533,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208014,Pinnacles,167545646.46875,95099.56020675
336,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,e767d64a-e609-48bf-a47c-e25002d08618,350,REDW,Unofficial Boundary of Redwood National Park.,Redwood National Park,2013/12/18 00:00:00+00,CA,PW,277109,National Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Redwood,1011699122.78125,395507.717686642
337,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,30cbae36-7320-4c78-9374-18aef7b3d1a4,351,RORI,Lands - http://landsnet.nps.gov/tractsnet/documents/RORI/Metadata/rori_metadata.xml,Rosie the Riveter/World War II Home Front National Historical Park,2010/05/17 00:00:00+00,CA,PW,2026588,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165602,Rosie the Riveter WWII Home Front,971229.625,17849.9311614169
338,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,9fcd1a3c-77f2-453d-a13c-1e19425c57b0,352,JOMU,Lands - http://landsnet.nps.gov/tractsnet/documents/JOMU/Metadata/jomu_metadata.xml,John Muir National Historic Site,2019/12/16 00:00:00+00,CA,PW,226274,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169651,John Muir,2242426.734375,9581.41664742826
339,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,24860c2a-48e4-471e-a024-d4ce39fb926f,353,MUWO,Lands - http://landsnet.nps.gov/tractsnet/documents/MUWO/Metadata/muwo_metadata.xml,Muir Woods National Monument,2019/09/18 00:00:00+00,CA,PW,229295,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185780,Muir Woods,3614087.05078125,14889.1586715583
340,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,f1165f76-f74e-46ca-a122-1e50ad3c94fd,354,PORE,Lands - http://landsnet.nps.gov/tractsnet/documents/PORE/Metadata/pore_metadata.xml,Point Reyes National Seashore,2005/10/25 00:00:00+00,CA,PW,234493,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239938,Point Reyes,469817811.550781,206245.489678692
341,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,5834b375-d1a8-464b-9c4c-7a6171ce90e2,355,SAMO,Lands - http://landsnet.nps.gov/tractsnet/documents/SAMO/Metadata/samo_metadata.xml,Santa Monica Mountains National Recreation Area,2020/04/07 00:00:00+00,CA,PW,277263,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2272445,Santa Monica Mountains,909865167.753906,421692.002185615
342,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,c53f0e01-78b2-41d6-be65-eedb95cc4630,356,SEQU,Lands - http://landsnet.nps.gov/tractsnet/documents/SEQU/Metadata/sequ_metadata.xml,Sequoia National Park,2008/11/26 00:00:00+00,CA,PW,266000,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048045,Sequoia,2553244941.5,320822.951741343
343,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,e576051b-71f8-47ba-b791-7e4264ae814b,357,KICA,Lands - http://landsnet.nps.gov/tractsnet/documents/KICA/Metadata/kica_metadata.xml,Kings Canyon National Park,2011/10/17 00:00:00+00,CA,PW,255948,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180625,Kings Canyon,2909305718.63672,393124.543437393
344,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,1750244d-37d9-4e59-a1f8-72ccb281e6cc,358,DEPO,Lands - http://landsnet.nps.gov/tractsnet/documents/DEPO/Metadata/depo_metadata.xml,Devils Postpile National Monument,2013/01/25 00:00:00+00,CA,PW,266641,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194467,Devils Postpile,5164892.43359375,12213.1986000054
345,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,8dac1cf8-8948-4256-b585-142d83379307,359,POCH,Lands - http://landsnet.nps.gov/tractsnet/documents/POCH/Metadata/poch_metadata.xml,Port Chicago Naval Magazine National Memorial,2015/04/21 00:00:00+00,CA,PW,1967105,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221822,Port Chicago Naval Magazine,42316.8125,994.365620827029
346,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,6f6fe73d-5226-4dc5-aaac-f62bf454f413,360,CAGR,Lands - http://landsnet.nps.gov/tractsnet/documents/CAGR/Metadata/cagr_metadata.xml,Casa Grande Ruins National Monument,2020/04/29 00:00:00+00,AZ,IM,44811,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2215969,Casa Grande Ruins,2730084.2265625,6729.68493793731
347,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,4d6ae790-1a93-4c6c-95f9-8bd31a24d7c8,361,CHIR,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIR/Metadata/chir_metadata.xml,Chiricahua National Monument,2014/09/10 00:00:00+00,AZ,IM,2877,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047934,Chiricahua,68895752.6484375,38291.8547746683
348,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,9d529935-1da2-4e6a-988e-26e4facf8acf,362,CORO,Lands - http://landsnet.nps.gov/tractsnet/documents/CORO/Metadata/coro_metadata.xml,Coronado National Memorial,2011/02/14 00:00:00+00,AZ,IM,40512,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174268,Coronado,26779356.2148438,22919.5297047451
